lat,lon,count
40.804,-73.972,1
40.943,-73.833,1
40.799,-73.944,1
40.747,-74.038,5
40.663,-73.959,3
40.788,-73.955,88
40.788,-73.956,46
40.799,-73.945,12
40.932,-73.846,1
40.707,-73.95,23
40.718,-73.94,7
40.71,-73.827,2
40.707,-73.951,13
40.707,-73.952,8
40.718,-73.941,24
40.718,-73.942,13
40.707,-73.953,12
40.748,-73.759,2
40.721,-73.819,1
40.707,-73.954,30
40.718,-73.943,23
40.707,-73.955,7
40.718,-73.944,22
40.707,-73.956,1
40.718,-73.945,24
40.707,-73.957,1
40.718,-73.946,11
40.707,-73.958,1
40.718,-73.947,16
40.707,-73.959,9
40.718,-73.948,31
40.718,-73.949,24
40.689,-74.18,3
40.76,-73.98,301
40.682,-73.784,2
40.622,-74.04,2
40.76,-73.981,486
40.76,-73.982,299
40.689,-74.184,4
40.652,-73.97,3
40.76,-73.983,135
40.74,-73.641,1
40.798,-74.23,1
40.663,-73.96,1
40.689,-74.185,1
40.76,-73.984,227
40.652,-73.971,3
40.652,-73.972,2
40.663,-73.961,3
40.76,-73.985,290
40.798,-74.232,1
40.74,-73.643,1
40.747,-74.041,2
40.652,-73.973,4
40.803,-74.26,2
40.736,-74.052,2
40.663,-73.962,6
40.76,-73.986,321
40.747,-74.042,1
40.652,-73.974,4
40.694,-73.811,1
40.663,-73.963,4
40.844,-74.066,1
40.76,-73.987,350
40.844,-74.067,2
40.652,-73.975,2
40.76,-73.988,286
40.71,-73.83,2
40.799,-73.95,3
40.76,-73.989,144
40.652,-73.976,4
40.799,-73.951,2
40.652,-73.977,2
40.747,-74.045,1
40.736,-74.056,2
40.652,-73.978,1
40.694,-73.815,1
40.799,-73.952,4
40.71,-73.832,2
41.005,-73.789,1
40.652,-73.979,3
40.721,-73.822,1
40.799,-73.953,12
40.748,-73.763,1
40.896,-73.978,1
40.799,-73.954,10
40.747,-74.049,2
40.799,-73.956,1
40.737,-73.776,1
40.788,-73.967,57
40.721,-73.826,1
40.726,-73.788,1
40.788,-73.968,63
40.718,-73.95,52
40.737,-73.777,3
40.726,-73.789,1
40.707,-73.962,1
40.721,-73.827,1
40.718,-73.951,16
40.788,-73.969,68
40.748,-73.768,1
40.718,-73.952,85
40.799,-73.959,6
40.728,-74.227,1
40.718,-73.953,17
40.846,-73.826,1
40.718,-73.954,48
40.718,-73.955,70
40.707,-73.966,6
40.707,-73.967,7
40.718,-73.956,40
40.707,-73.968,11
40.718,-73.957,69
40.718,-73.958,81
40.718,-73.959,62
40.682,-73.792,1
40.673,-74.24,1
40.76,-73.99,92
40.76,-73.991,146
40.76,-73.992,187
40.652,-73.98,4
40.76,-73.993,31
40.652,-73.981,1
40.76,-73.994,69
40.76,-73.995,150
40.736,-74.062,2
40.76,-73.996,135
40.736,-74.063,1
40.76,-73.997,47
40.726,-73.79,2
40.6,-74.079,1
40.788,-73.97,10
40.726,-73.791,3
40.833,-74.089,1
40.788,-73.971,37
40.76,-73.999,46
40.799,-73.96,5
40.844,-74.079,1
40.726,-73.792,1
40.799,-73.961,5
40.788,-73.972,28
40.726,-73.793,1
40.736,-74.067,2
40.788,-73.973,35
40.779,-74.42,1
40.799,-73.962,24
40.663,-73.978,5
40.788,-73.974,82
40.799,-73.963,15
40.804,-73.991,1
40.736,-74.068,2
40.736,-74.069,1
40.799,-73.964,6
40.663,-73.979,12
40.788,-73.975,87
40.804,-73.992,1
40.799,-73.965,3
40.788,-73.976,201
40.799,-73.966,1
40.71,-73.846,1
40.748,-73.775,1
40.804,-73.994,3
40.788,-73.977,78
40.799,-73.967,15
40.788,-73.978,91
40.718,-73.96,88
40.718,-73.961,12
40.788,-73.979,50
40.804,-73.996,2
40.799,-73.968,29
40.721,-73.838,2
40.929,-73.993,1
40.71,-73.849,3
40.799,-73.969,25
40.718,-73.962,38
40.718,-73.963,70
40.779,-74.429,1
40.718,-73.964,88
40.835,-73.848,1
40.749,-73.813,1
40.718,-73.965,16
40.749,-73.819,2
40.693,-73.79,2
40.662,-74.264,1
41.05,-73.514,1
40.596,-73.772,1
40.663,-73.98,6
40.736,-74.07,2
40.596,-73.773,1
40.663,-73.981,6
40.663,-73.982,9
40.663,-73.983,6
40.788,-73.98,41
40.663,-73.984,37
40.788,-73.981,43
40.799,-73.97,17
40.663,-73.985,22
40.654,-73.632,1
40.788,-73.982,1
41.02,-73.704,1
40.663,-73.986,4
40.799,-73.971,40
40.788,-73.983,1
40.721,-73.841,1
40.71,-73.852,1
40.663,-73.987,5
40.799,-73.972,15
40.721,-73.842,2
40.577,-73.953,4
40.663,-73.988,28
40.654,-73.634,1
40.799,-73.973,17
40.577,-73.954,2
40.799,-73.974,1
40.663,-73.989,14
40.721,-73.843,3
40.799,-73.975,2
40.721,-73.844,8
40.846,-73.841,1
40.577,-73.956,1
40.814,-73.478,1
40.721,-73.846,11
40.721,-73.847,1
40.835,-73.855,1
40.71,-73.859,2
40.721,-73.848,1
40.846,-73.845,2
40.846,-73.846,1
40.974,-73.719,1
40.718,-73.975,3
40.718,-73.977,2
40.718,-73.978,2
40.749,-73.828,1
41.07,-73.86,2
40.663,-73.99,5
40.663,-73.991,14
40.694,-73.84,1
40.663,-73.992,3
40.663,-73.993,4
40.663,-73.994,3
41.077,-73.469,2
40.577,-73.96,3
40.663,-73.995,5
40.721,-73.85,2
41.114,-73.862,1
40.663,-73.996,4
40.721,-73.851,2
40.663,-73.997,11
40.721,-73.852,1
40.577,-73.963,1
40.728,-74.25,1
40.663,-73.998,5
40.663,-73.999,2
40.71,-73.864,2
40.577,-73.965,1
40.779,-74.443,1
40.835,-73.861,1
40.71,-73.865,1
40.707,-73.99,1
40.577,-73.966,2
40.835,-73.862,1
40.721,-73.855,3
40.577,-73.967,2
40.721,-73.856,2
40.718,-73.98,38
40.741,-73.716,1
40.721,-73.857,1
40.71,-73.868,1
40.932,-73.889,1
40.718,-73.982,7
40.721,-73.859,1
40.718,-73.983,87
40.752,-73.708,1
40.718,-73.984,54
40.718,-73.985,44
40.718,-73.986,70
40.707,-73.998,2
40.718,-73.987,59
40.846,-73.859,2
40.749,-73.835,2
40.759,-73.309,1
40.718,-73.988,34
40.718,-73.989,114
40.611,-74.09,1
41.077,-73.471,1
40.622,-74.08,2
41.077,-73.472,2
40.736,-74.091,1
40.694,-73.852,1
41.05,-73.539,1
40.634,-74.112,1
40.721,-73.862,1
41.047,-73.666,1
40.741,-73.722,1
40.721,-73.863,1
40.701,-74.321,1
40.557,-74.433,1
40.846,-73.862,1
40.718,-73.99,309
40.718,-73.991,84
40.718,-73.992,78
40.718,-73.993,96
40.768,-73.668,1
40.722,-73.902,1
40.718,-73.994,72
40.718,-73.995,99
40.835,-73.879,1
40.718,-73.996,32
40.718,-73.997,49
40.718,-73.998,129
40.718,-73.999,94
40.749,-73.849,1
41.05,-73.542,1
40.771,-74.343,1
40.74,-73.694,1
40.694,-73.862,3
40.751,-74.001,10
40.751,-74.002,146
40.577,-73.981,2
40.751,-74.003,249
40.751,-74.004,386
40.577,-73.983,2
40.751,-74.005,129
40.752,-73.721,1
40.751,-74.006,300
40.577,-73.985,1
40.751,-74.007,584
40.741,-73.734,1
40.751,-74.008,9
40.845,-74.157,1
40.728,-74.275,1
40.789,-73.138,1
41.017,-73.866,1
40.722,-73.912,1
40.858,-73.903,2
40.858,-73.904,3
40.858,-73.906,1
40.858,-73.908,1
40.762,-74,94
40.762,-74.001,100
40.762,-74.002,3
40.798,-73.495,1
40.56,-74.326,2
40.782,-73.548,1
40.654,-73.676,1
40.835,-73.891,1
40.779,-73.674,1
40.71,-73.897,1
40.846,-73.883,2
40.71,-73.899,1
40.815,-74.356,2
40.729,-73.521,1
40.815,-74.359,6
40.869,-73.902,1
40.869,-73.903,1
40.749,-73.869,1
40.782,-73.553,1
40.751,-74.024,3
40.72,-74.177,1
40.751,-74.025,22
41.02,-73.757,1
40.741,-73.752,1
40.751,-74.026,5
40.721,-73.894,1
40.751,-74.027,23
40.846,-73.891,1
40.815,-74.36,3
40.751,-74.028,8
40.759,-74.142,1
40.751,-74.029,7
40.763,-73.734,1
40.701,-73.555,1
40.749,-73.87,1
40.768,-74.499,1
40.733,-73.921,1
40.741,-73.759,1
40.974,-73.769,2
40.837,-73.544,1
40.749,-73.874,1
40.625,-73.911,1
40.749,-73.876,1
40.636,-73.901,1
40.722,-73.936,2
40.625,-73.912,3
40.722,-73.937,3
40.858,-73.923,1
40.749,-73.878,1
40.722,-73.938,6
40.625,-73.914,1
40.817,-74.008,1
40.869,-73.916,4
40.625,-73.918,1
40.869,-73.917,2
40.869,-73.918,2
40.451,-74.293,1
40.72,-74.18,1
40.751,-74.03,5
41.078,-73.55,2
40.762,-74.02,2
40.751,-74.031,12
40.751,-74.032,11
40.751,-74.033,8
40.751,-74.034,6
40.751,-74.035,6
40.751,-74.036,3
40.694,-73.897,1
40.762,-74.026,1
40.752,-73.752,2
40.751,-74.038,5
40.752,-73.754,1
40.751,-74.039,5
40.732,-73.412,1
40.752,-73.755,1
40.762,-74.029,1
40.722,-73.94,3
40.701,-73.566,1
40.722,-73.941,16
40.749,-73.882,1
40.722,-73.942,8
40.722,-73.943,16
40.732,-74.218,1
40.749,-73.884,2
40.722,-73.944,19
40.709,-74,4
40.749,-73.885,1
40.625,-73.921,3
40.722,-73.945,7
40.655,-73.737,1
40.636,-73.911,1
40.858,-73.931,1
40.749,-73.886,2
40.869,-73.92,2
40.666,-73.727,1
40.722,-73.946,7
40.709,-74.001,94
40.749,-73.887,1
40.858,-73.932,3
40.636,-73.912,1
40.722,-73.947,12
40.709,-74.002,90
40.722,-73.948,5
40.625,-73.924,1
40.709,-74.003,16
40.858,-73.933,5
40.869,-73.922,2
40.869,-73.923,1
40.709,-74.004,3
40.636,-73.914,1
40.722,-73.949,12
40.858,-73.935,5
40.709,-74.005,89
40.625,-73.927,1
40.709,-74.006,89
40.636,-73.917,2
40.986,-73.809,1
40.625,-73.928,2
40.709,-74.007,146
40.636,-73.918,8
40.709,-74.008,94
40.709,-74.009,99
40.636,-73.919,3
41.32,-73.99,1
40.771,-74.385,1
40.762,-74.031,1
40.751,-74.042,3
40.751,-74.044,3
40.762,-74.033,2
40.676,-74,5
40.676,-74.001,4
40.696,-73.543,1
40.974,-73.782,1
40.676,-74.002,1
40.763,-73.752,1
40.751,-74.049,3
40.676,-74.003,3
40.763,-73.753,1
41.136,-73.423,1
40.676,-74.004,4
40.749,-73.89,1
40.676,-74.005,2
40.722,-73.95,44
40.749,-73.891,4
40.722,-73.951,10
40.676,-74.007,2
40.904,-73.77,1
40.722,-73.953,3
40.733,-73.942,2
40.763,-73.759,2
40.733,-73.943,1
40.722,-73.954,3
40.537,-74.149,1
40.709,-74.01,214
40.722,-73.955,73
40.81,-73.626,1
40.749,-73.896,1
40.722,-73.956,9
40.709,-74.011,353
40.636,-73.922,1
40.722,-73.957,57
40.709,-74.012,91
40.869,-73.932,6
40.722,-73.958,460
40.709,-74.013,135
40.713,-74.406,1
40.709,-74.014,183
40.722,-73.959,78
40.709,-74.015,122
40.713,-73.607,1
40.709,-74.016,120
40.636,-73.927,1
40.709,-74.017,107
40.625,-73.939,1
40.709,-74.018,62
40.751,-74.052,2
40.762,-74.043,1
40.676,-74.011,4
40.741,-73.784,2
40.676,-74.012,10
40.581,-73.945,1
40.763,-73.763,1
40.741,-73.785,2
40.676,-74.013,6
40.685,-73.567,1
40.676,-74.014,31
40.722,-73.96,11
40.676,-74.015,9
40.733,-73.95,2
40.676,-74.016,7
40.783,-74.427,1
40.733,-73.951,4
40.581,-73.949,1
40.676,-74.017,62
41.032,-73.816,1
40.733,-73.952,22
40.763,-73.769,1
40.733,-73.953,26
40.733,-73.954,8
40.625,-73.942,1
40.733,-73.955,28
40.764,-73.804,2
40.733,-73.956,4
40.733,-73.957,11
40.733,-73.958,53
40.625,-73.946,1
40.733,-73.959,27
40.625,-73.947,1
40.764,-73.808,2
40.636,-73.937,1
40.995,-74.061,1
40.592,-73.94,2
40.763,-73.771,7
40.752,-73.783,1
40.581,-73.954,1
40.954,-74.263,1
40.752,-73.786,1
40.592,-73.947,1
40.733,-73.96,21
40.581,-73.959,1
40.871,-74.107,2
40.732,-73.446,1
40.592,-73.949,1
40.764,-73.81,1
40.871,-74.108,1
40.871,-74.109,1
40.985,-73.799,1
40.722,-73.975,7
40.625,-73.952,1
40.722,-73.977,14
40.889,-73.811,1
40.722,-73.978,7
40.722,-73.979,49
40.625,-73.956,1
40.625,-73.957,2
40.625,-73.958,1
40.625,-73.959,2
40.636,-73.948,2
40.858,-73.968,3
40.636,-73.949,2
40.871,-74.11,1
40.592,-73.952,1
40.763,-73.782,1
40.85,-73.85,5
40.666,-73.76,1
41.021,-73.843,1
40.85,-73.852,2
40.722,-73.98,67
40.722,-73.981,46
40.722,-73.982,79
40.763,-73.788,1
40.898,-74.058,1
40.722,-73.983,185
40.625,-73.96,12
40.722,-73.984,186
40.636,-73.95,5
40.625,-73.961,7
40.709,-74.04,14
40.722,-73.985,101
40.733,-73.974,4
40.636,-73.951,2
40.709,-74.041,1
40.625,-73.962,8
40.733,-73.975,130
40.722,-73.986,212
40.806,-73.265,1
40.636,-73.952,3
40.625,-73.963,3
40.709,-74.042,9
40.722,-73.987,521
40.733,-73.976,118
40.889,-73.821,1
40.625,-73.964,2
40.667,-73.801,2
40.733,-73.977,74
40.722,-73.988,94
40.764,-73.826,1
40.625,-73.965,7
40.722,-73.989,312
40.733,-73.978,72
40.667,-73.802,1
40.764,-73.827,2
40.636,-73.955,1
40.733,-73.979,6
40.667,-73.804,1
40.764,-73.828,3
40.636,-73.956,2
40.625,-73.967,2
40.636,-73.957,3
40.625,-73.968,3
40.636,-73.958,2
40.625,-73.969,1
40.667,-73.807,1
40.667,-73.808,1
40.905,-73.848,2
40.581,-73.97,1
40.581,-73.971,1
40.592,-73.96,1
40.592,-73.961,1
40.762,-74.075,4
40.581,-73.973,1
40.581,-73.975,1
40.722,-73.99,37
40.722,-73.991,6
40.733,-73.98,131
40.743,-74.255,1
40.733,-73.981,126
40.722,-73.992,382
40.733,-73.982,72
40.722,-73.993,235
40.625,-73.97,1
40.722,-73.994,187
40.733,-73.983,26
40.636,-73.96,1
40.625,-73.971,1
40.764,-73.832,1
40.733,-73.984,89
40.722,-73.995,218
40.729,-73.593,1
40.764,-73.833,1
40.775,-73.822,1
40.722,-73.996,296
40.733,-73.985,73
40.667,-73.81,2
40.655,-73.789,1
40.722,-73.997,462
40.733,-73.986,142
40.678,-73.8,1
40.806,-74.077,5
40.636,-73.963,1
40.666,-73.779,3
40.722,-73.998,417
40.733,-73.987,240
40.889,-73.832,1
40.722,-73.999,305
40.733,-73.988,232
40.806,-74.078,5
40.858,-73.985,1
40.905,-73.85,2
40.636,-73.965,2
40.733,-73.989,78
40.678,-73.803,3
40.636,-73.966,3
40.818,-74.101,2
40.889,-73.835,1
40.625,-73.978,1
40.667,-73.815,2
40.636,-73.967,1
40.858,-73.987,1
40.636,-73.968,1
40.819,-73.82,1
40.818,-74.109,1
40.655,-73.79,2
40.592,-73.974,1
40.891,-74.476,1
40.666,-73.78,8
40.666,-73.782,1
40.733,-73.99,352
40.733,-73.991,266
40.655,-73.795,1
40.794,-73.656,1
40.666,-73.784,5
40.733,-73.992,149
40.861,-73.865,1
40.733,-73.993,377
40.666,-73.785,8
40.625,-73.981,1
40.709,-74.06,7
40.733,-73.994,167
40.733,-73.995,147
40.636,-73.972,1
40.733,-73.996,447
40.636,-73.973,1
40.625,-73.984,1
40.733,-73.997,449
40.636,-73.974,1
40.733,-73.998,274
40.733,-73.999,297
40.997,-73.857,1
40.519,-74.411,1
40.636,-73.977,1
40.829,-74.101,3
40.667,-73.827,1
40.636,-73.979,1
40.916,-73.856,1
40.905,-73.869,3
40.86,-74.15,1
40.592,-73.981,1
40.592,-73.984,1
40.85,-73.881,1
41.051,-73.689,1
40.665,-74.076,1
40.666,-73.792,1
40.806,-73.291,1
40.85,-73.885,1
40.85,-73.887,1
40.806,-73.293,1
40.636,-73.981,2
40.873,-73.9,2
40.806,-74.098,1
40.625,-73.995,1
40.67,-73.708,1
40.889,-73.852,1
40.905,-73.87,2
40.636,-73.985,1
40.873,-73.902,3
40.709,-74.075,1
40.806,-74.099,1
40.667,-73.834,1
40.905,-73.871,1
40.873,-73.904,3
40.667,-73.835,3
40.873,-73.905,2
40.873,-73.906,1
40.873,-73.907,1
40.889,-73.858,1
40.873,-73.908,2
40.818,-74.128,1
40.85,-73.89,2
40.592,-73.995,2
40.861,-73.88,3
40.861,-73.881,32
40.861,-73.882,1
40.764,-73.862,1
40.709,-74.081,10
40.81,-73.697,2
40.861,-73.889,2
40.677,-74.115,1
40.636,-73.994,2
40.764,-73.867,1
40.636,-73.995,1
40.873,-73.913,1
40.884,-73.902,2
40.884,-73.903,1
40.709,-74.088,1
40.725,-73.7,1
40.636,-73.999,1
40.884,-73.906,2
40.873,-73.917,3
40.873,-73.918,3
40.884,-73.907,1
40.725,-73.704,1
40.884,-73.908,2
40.873,-73.919,2
40.884,-73.909,7
40.947,-73.725,1
40.725,-73.706,1
40.725,-73.707,2
40.819,-73.858,1
40.861,-73.89,12
40.861,-73.891,6
40.561,-74.475,1
40.681,-73.71,1
40.861,-73.894,1
40.764,-73.87,1
40.764,-73.871,1
40.861,-73.895,1
40.861,-73.896,1
40.764,-73.872,2
40.794,-73.689,1
40.861,-73.897,1
40.764,-73.873,2
40.464,-74.457,1
40.709,-74.091,1
40.667,-73.85,1
40.861,-73.898,2
40.667,-73.851,1
40.64,-73.912,1
40.884,-73.91,2
40.915,-74.165,1
40.776,-73.9,1
40.764,-73.879,2
40.884,-73.913,2
40.64,-73.915,1
40.511,-74.328,2
40.884,-73.914,1
40.776,-73.901,2
40.678,-73.845,1
40.776,-73.902,4
40.884,-73.917,1
40.808,-73.872,3
40.776,-73.905,1
40.808,-73.873,1
40.905,-73.897,1
40.818,-74.147,1
40.905,-73.898,3
40.776,-73.907,3
40.776,-73.908,1
40.776,-73.909,9
40.819,-73.868,1
40.68,-74,7
40.68,-74.001,7
40.68,-74.002,1
40.68,-74.003,3
40.68,-74.004,5
40.67,-73.731,1
40.68,-74.005,8
40.764,-73.88,2
40.68,-74.006,7
40.775,-73.87,1
40.68,-74.007,2
40.68,-74.008,1
40.774,-74.156,6
40.775,-73.872,3
40.744,-73.54,1
40.68,-74.009,1
40.774,-74.157,1
40.667,-73.86,1
40.775,-73.873,10
40.775,-73.874,1
40.889,-73.881,1
40.724,-74,426
40.764,-73.886,2
40.724,-74.001,380
40.678,-73.851,4
40.681,-73.727,1
40.724,-74.002,367
40.64,-73.924,1
40.651,-73.913,1
40.764,-73.888,3
40.724,-74.003,329
40.64,-73.925,2
40.724,-74.004,355
40.776,-73.91,12
40.651,-73.915,1
40.829,-74.142,1
40.724,-74.005,151
40.776,-73.911,12
40.776,-73.912,3
40.651,-73.916,1
40.724,-74.006,128
40.725,-73.722,2
40.776,-73.913,5
40.724,-74.007,9
40.724,-74.008,131
40.776,-73.915,3
40.724,-74.009,147
40.776,-73.916,5
40.776,-73.917,1
40.776,-73.918,1
40.714,-73.738,1
40.706,-73.904,1
40.706,-73.905,2
40.706,-73.906,1
40.706,-73.908,2
40.68,-74.01,16
40.691,-74,3
40.68,-74.011,15
40.68,-74.012,2
40.68,-74.013,1
40.67,-73.74,1
40.68,-74.014,1
40.764,-73.893,1
40.697,-73.686,1
40.64,-73.931,1
40.667,-73.871,1
40.724,-74.01,298
40.681,-73.737,1
40.889,-73.892,4
40.678,-73.861,2
40.724,-74.011,686
40.735,-74,318
40.667,-73.872,3
40.667,-73.873,1
40.889,-73.893,4
40.735,-74.001,240
40.889,-73.894,1
40.735,-74.002,308
40.651,-73.924,2
40.735,-74.003,135
40.651,-73.925,1
40.776,-73.921,3
40.735,-74.004,120
40.651,-73.926,1
40.776,-73.922,1
40.678,-73.866,2
40.667,-73.877,1
40.735,-74.005,174
40.678,-73.867,1
40.651,-73.927,10
40.776,-73.923,3
40.889,-73.898,1
40.735,-74.006,182
40.725,-74.534,1
40.667,-73.879,1
40.889,-73.899,1
40.735,-74.007,96
40.735,-74.008,116
40.725,-73.735,1
40.725,-74.536,1
40.776,-73.926,1
40.735,-74.009,223
40.725,-73.736,1
40.714,-73.747,2
40.679,-73.903,3
40.776,-73.927,2
40.706,-73.91,1
40.776,-73.928,1
40.714,-73.748,1
40.776,-73.929,4
40.679,-73.906,1
40.628,-73.716,4
40.706,-73.914,1
40.628,-73.718,1
40.706,-73.915,3
40.706,-73.916,2
40.706,-73.917,1
40.706,-73.918,2
40.706,-73.919,2
40.871,-74.198,1
40.681,-73.741,1
40.67,-73.756,1
40.64,-73.941,1
40.735,-74.01,306
40.678,-73.872,1
40.775,-73.897,4
40.651,-73.933,1
40.678,-73.873,2
40.64,-73.945,1
40.775,-73.899,1
40.64,-73.946,1
40.549,-74.289,3
40.651,-73.936,2
40.667,-73.887,1
40.776,-73.933,1
40.819,-73.89,1
40.627,-74.003,1
40.64,-73.948,2
40.667,-73.889,1
40.873,-73.958,1
40.617,-73.73,1
40.958,-73.753,1
40.617,-73.731,1
40.884,-73.948,1
40.679,-73.911,3
40.679,-73.912,1
40.787,-73.926,1
40.679,-73.913,1
40.819,-73.894,1
40.627,-74.007,2
40.819,-73.895,1
40.679,-73.914,1
40.853,-73.619,1
40.706,-73.92,10
41.102,-73.808,1
40.92,-73.828,1
40.706,-73.921,15
40.787,-73.929,1
40.947,-73.769,2
40.706,-73.922,28
40.706,-73.923,22
40.679,-73.918,6
40.706,-73.924,14
40.679,-73.919,3
40.706,-73.926,8
40.706,-73.927,7
40.706,-73.928,11
40.706,-73.929,7
40.594,-74.002,1
41.075,-73.8,1
40.64,-73.951,1
40.64,-73.952,1
40.651,-73.942,1
40.64,-73.953,1
40.64,-73.954,4
40.651,-73.943,2
40.64,-73.955,1
40.678,-73.884,4
40.651,-73.945,1
40.64,-73.956,2
40.724,-74.035,3
40.651,-73.946,1
40.714,-73.762,1
40.787,-73.931,1
40.64,-73.957,4
40.724,-74.036,19
40.776,-73.943,3
40.64,-73.958,4
40.724,-74.037,32
40.638,-74.003,1
40.627,-74.014,2
40.776,-73.944,194
40.667,-73.899,1
40.651,-73.948,2
40.638,-74.004,1
40.679,-73.921,4
40.776,-73.945,19
40.958,-73.764,1
40.617,-73.742,1
40.776,-73.946,92
40.679,-73.922,4
40.938,-74.222,1
40.679,-73.923,1
40.776,-73.947,103
40.706,-73.93,3
40.679,-73.924,3
40.776,-73.948,109
40.679,-73.925,2
40.706,-73.931,17
40.776,-73.949,51
40.787,-73.939,1
40.679,-73.926,2
40.706,-73.932,30
40.679,-73.927,3
40.706,-73.933,38
40.679,-73.928,1
40.706,-73.934,9
40.706,-73.935,1
40.679,-73.929,7
40.706,-73.936,7
40.706,-73.937,32
40.706,-73.938,27
40.706,-73.939,2
40.609,-73.915,2
41.074,-73.774,1
40.681,-73.763,1
41.003,-74.042,1
40.681,-73.764,1
41.003,-74.043,1
40.651,-73.95,5
40.724,-74.04,4
40.67,-73.777,1
40.64,-73.962,1
40.553,-74.212,1
40.678,-73.891,1
40.651,-73.951,4
40.724,-74.042,4
40.682,-73.8,6
40.64,-73.964,1
40.724,-74.043,3
40.79,-73.814,1
40.651,-73.953,2
40.682,-73.802,8
40.651,-73.954,4
40.64,-73.965,6
40.776,-73.95,122
40.724,-74.044,3
40.724,-74.045,1
41.075,-73.815,1
40.64,-73.966,3
40.682,-73.803,2
40.631,-74.413,1
40.776,-73.951,82
40.821,-74.069,2
40.724,-74.046,4
41.075,-73.816,2
40.651,-73.956,1
41.086,-73.805,1
40.64,-73.967,7
40.776,-73.952,54
40.787,-73.941,7
40.678,-73.897,1
40.724,-74.047,4
40.682,-73.805,2
40.64,-73.968,16
40.776,-73.953,179
40.651,-73.957,3
40.787,-73.942,23
40.64,-73.969,1
40.651,-73.958,2
40.627,-74.024,3
40.679,-73.93,4
40.724,-74.048,5
40.787,-73.943,14
40.776,-73.954,59
40.638,-74.013,1
40.651,-73.959,5
40.678,-73.899,1
40.787,-73.944,2
40.679,-73.931,5
40.776,-73.955,50
40.724,-74.049,8
40.958,-73.774,1
40.787,-73.945,1
40.638,-74.015,1
40.776,-73.956,286
40.679,-73.932,5
40.714,-73.777,1
40.682,-73.809,1
40.776,-73.957,116
40.679,-73.933,6
40.627,-74.027,4
40.725,-73.767,1
40.679,-73.934,2
40.706,-73.94,1
40.658,-73.559,1
40.776,-73.958,129
40.627,-74.029,2
40.787,-73.948,5
40.679,-73.935,3
40.776,-73.959,146
40.917,-73.972,1
40.638,-74.019,1
40.706,-73.942,3
40.679,-73.936,4
40.679,-73.937,1
40.706,-73.943,31
40.679,-73.938,1
40.706,-73.944,18
40.834,-73.817,1
40.706,-73.945,10
40.679,-73.939,5
40.609,-73.922,1
40.706,-73.946,2
40.706,-73.947,2
40.706,-73.949,1
40.67,-73.783,1
40.681,-73.773,1
40.821,-74.072,1
40.64,-73.97,1
40.724,-74.05,11
40.894,-73.443,1
40.64,-73.972,2
40.651,-73.961,5
40.735,-74.041,1
40.724,-74.052,1
40.651,-73.962,2
40.651,-73.963,4
40.724,-74.053,2
40.724,-74.054,1
40.735,-74.043,1
40.627,-74.03,2
40.776,-73.96,224
40.651,-73.964,15
40.638,-74.02,1
40.714,-73.781,4
40.651,-73.965,6
40.776,-73.961,190
40.787,-73.95,33
40.735,-74.044,24
40.627,-74.032,1
40.787,-73.951,10
40.735,-74.045,4
40.776,-73.962,203
40.714,-73.783,1
40.776,-73.963,174
40.787,-73.952,28
40.927,-74.25,1
40.79,-73.829,1
40.679,-73.94,4
40.776,-73.964,77
40.787,-73.953,37
40.787,-73.954,56
40.776,-73.965,63
40.679,-73.941,11
40.638,-74.025,1
40.787,-73.955,39
40.829,-74.197,1
40.714,-73.786,2
40.834,-73.821,1
40.679,-73.943,1
40.787,-73.956,72
40.706,-73.95,2
40.714,-73.788,4
40.776,-73.968,1
40.679,-73.944,13
40.787,-73.957,38
40.679,-73.945,4
40.706,-73.951,7
40.638,-74.028,2
40.725,-73.779,1
40.706,-73.952,18
40.706,-73.953,1
40.767,-73.617,1
40.959,-73.821,1
40.931,-73.849,7
40.679,-73.948,7
40.834,-73.826,1
40.726,-73.814,1
40.609,-73.931,1
40.679,-73.949,2
40.706,-73.956,1
40.706,-73.957,1
40.609,-73.933,1
40.737,-73.807,1
40.706,-73.959,12
40.726,-73.819,2
40.688,-74.18,14
40.677,-74.192,1
40.688,-74.181,263
40.688,-74.182,385
40.688,-74.183,281
40.64,-73.98,2
40.64,-73.981,1
40.735,-74.05,1
40.64,-73.982,1
40.651,-73.971,1
40.681,-73.788,1
40.651,-73.972,2
40.64,-73.983,1
40.688,-74.187,1
40.651,-73.973,7
40.735,-74.053,3
40.651,-73.974,2
40.724,-74.064,2
40.693,-73.811,2
40.724,-74.065,1
40.714,-73.791,3
40.64,-73.986,1
40.735,-74.054,2
40.638,-74.031,1
40.884,-73.985,2
40.92,-73.861,1
40.651,-73.976,1
40.64,-73.987,1
40.651,-73.977,2
40.725,-73.782,1
40.735,-74.056,1
40.638,-74.032,1
40.638,-74.033,1
40.693,-73.815,1
40.679,-73.95,14
40.651,-73.978,2
40.679,-73.951,2
40.735,-74.058,1
40.638,-74.034,7
40.725,-73.784,4
40.776,-73.975,2
40.724,-74.069,1
40.92,-73.864,2
40.735,-74.059,1
40.638,-74.035,1
40.776,-73.976,138
40.679,-73.953,5
40.776,-73.977,68
40.638,-74.036,9
40.706,-73.96,2
40.679,-73.954,2
40.776,-73.978,70
40.833,-74.117,1
40.726,-73.82,2
40.706,-73.961,2
40.679,-73.955,12
40.725,-73.788,1
40.787,-73.968,181
